schema_version,generated_at,code_commit_sha,dataset_file_sha256,config_hash,validator_version,status,dataset,context_length,horizon,stride,train_windows,validation_windows,test_windows,feasible,warning
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,256,336,1,20447,6678,6678,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,256,720,1,20063,6294,6294,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,512,96,1,20431,6918,6918,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,512,192,1,20335,6822,6822,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,512,336,1,20191,6678,6678,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,c4e3ecefc53c3ff4da545b5da15d19e3a1342e31251444a91821073000a77d7e,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,AQShunyi,512,720,1,19807,6294,6294,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,256,96,1,4201,1423,1423,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,256,192,1,4105,1327,1327,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,256,336,1,3961,1183,1183,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,256,720,1,3577,799,799,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,512,96,1,3945,1423,1423,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,512,192,1,3849,1327,1327,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,512,336,1,3705,1183,1183,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,5f3af43dbf1e0d89153f191ce1693951932131cad841e94569381861993c20be,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,Exchange,512,720,1,3321,799,799,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,256,96,1,11184,3750,3750,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,256,192,1,11088,3654,3654,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,256,336,1,10944,3510,3510,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,256,720,1,10560,3126,3126,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,512,96,1,10928,3750,3750,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,512,192,1,10832,3654,3654,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,512,336,1,10688,3510,3510,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,7dffc18f7655fcf191fa424b5c720eac888c233e6e639819406f460d4fdf62e3,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,ZafNoo,512,720,1,10304,3126,3126,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,256,96,1,11609,3892,3892,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,256,192,1,11513,3796,3796,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,256,336,1,11369,3652,3652,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,256,720,1,10985,3268,3268,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,512,96,1,11353,3892,3892,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,512,192,1,11257,3796,3796,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,512,336,1,11113,3652,3652,True,
1.0,2026-09-20T11:53:36.910358+00:00,97ff94ac46223bbf5ff537ca65743299fdf36803,b09c1dfa7279eff3aa53c883f0be71ebf2ef58d2980863ec01c38316a4beb15d,3369a1508281082433c78fe0083966801b3d7085c521919558dc1265ecbee42f,streaming-long-csv-v1,blocked,CzeLan,512,720,1,10729,3268,3268,True,
